employee_id,name,department,position,hire_date,exit_date,is_active,salary_band,region
EMP-02221,Karyawan-02221,Operations,Apoteker,2025-08-02,,1,Band-2,Surabaya
EMP-02222,Karyawan-02222,Operations,Asisten Apoteker,2019-10-10,,1,Band-1,Jakarta
EMP-02223,Karyawan-02223,Operations,Store Manager,2021-12-03,2025-07-27,0,Band-2,Bandung
EMP-02224,Karyawan-02224,Operations,Asisten Apoteker,2023-04-10,,1,Band-2,Bandung
EMP-02225,Karyawan-02225,Operations,Kasir,2022-06-06,2025-12-10,0,Band-1,Makassar
EMP-02226,Karyawan-02226,Operations,Store Manager,2024-11-11,,1,Band-1,Semarang
EMP-02227,Karyawan-02227,Operations,Kasir,2019-10-08,,1,Band-3,Lainnya
EMP-02228,Karyawan-02228,Operations,Kasir,2018-04-28,,1,Band-4,Surabaya
EMP-02229,Karyawan-02229,Operations,Apoteker,2016-01-01,,1,Band-1,Bandung
EMP-02230,Karyawan-02230,Operations,Kasir,2018-06-07,,1,Band-2,Jakarta
EMP-02231,Karyawan-02231,Operations,Area Supervisor,2022-02-20,,1,Band-1,Semarang
EMP-02232,Karyawan-02232,Operations,Store Manager,2021-11-14,,1,Band-2,Semarang
EMP-02233,Karyawan-02233,Operations,Apoteker,2025-09-28,,1,Band-1,Surabaya
EMP-02234,Karyawan-02234,Operations,Store Manager,2015-04-19,,1,Band-3,Lainnya
EMP-02235,Karyawan-02235,Operations,Asisten Apoteker,2019-08-04,,1,Band-3,Medan
EMP-02236,Karyawan-02236,Operations,Apoteker,2023-01-14,,1,Band-3,Lainnya
EMP-02237,Karyawan-02237,Operations,Asisten Apoteker,2023-09-21,,1,Band-2,Bandung
EMP-02238,Karyawan-02238,Operations,Apoteker,2020-05-23,,1,Band-1,Makassar
EMP-02239,Karyawan-02239,Operations,Apoteker,2020-05-12,2025-06-20,0,Band-2,Jakarta
EMP-02240,Karyawan-02240,Operations,Area Supervisor,2019-09-26,,1,Band-1,Semarang
EMP-02241,Karyawan-02241,Operations,Apoteker,2024-02-06,,1,Band-1,Medan
EMP-02242,Karyawan-02242,Operations,Kasir,2018-11-20,,1,Band-2,Lainnya
EMP-02243,Karyawan-02243,Operations,Area Supervisor,2023-01-11,,1,Band-5,Jakarta
EMP-02244,Karyawan-02244,Operations,Area Supervisor,2022-10-17,,1,Band-3,Semarang
EMP-02245,Karyawan-02245,Operations,Kasir,2025-06-01,,1,Band-2,Semarang
EMP-02246,Karyawan-02246,Operations,Store Manager,2019-04-12,,1,Band-2,Lainnya
EMP-02247,Karyawan-02247,Operations,Asisten Apoteker,2024-12-07,,1,Band-1,Medan
EMP-02248,Karyawan-02248,Operations,Apoteker,2019-12-19,,1,Band-1,Semarang
EMP-02249,Karyawan-02249,Operations,Area Supervisor,2025-05-28,,1,Band-1,Semarang
EMP-02250,Karyawan-02250,Operations,Area Supervisor,2023-05-06,,1,Band-1,Surabaya
EMP-02251,Karyawan-02251,Operations,Store Manager,2021-07-23,,1,Band-4,Surabaya
EMP-02252,Karyawan-02252,Operations,Asisten Apoteker,2020-12-17,,1,Band-2,Surabaya
EMP-02253,Karyawan-02253,Operations,Apoteker,2019-01-06,,1,Band-4,Lainnya
EMP-02254,Karyawan-02254,Operations,Asisten Apoteker,2020-02-05,,1,Band-5,Makassar
EMP-02255,Karyawan-02255,Operations,Asisten Apoteker,2021-05-22,2025-05-03,0,Band-1,Makassar
EMP-02256,Karyawan-02256,Operations,Apoteker,2023-01-07,,1,Band-1,Bandung
EMP-02257,Karyawan-02257,Operations,Apoteker,2021-07-28,2025-04-04,0,Band-1,Jakarta
EMP-02258,Karyawan-02258,Operations,Store Manager,2022-11-01,,1,Band-3,Makassar
EMP-02259,Karyawan-02259,Operations,Apoteker,2020-09-07,,1,Band-2,Semarang
EMP-02260,Karyawan-02260,Operations,Apoteker,2020-11-07,,1,Band-2,Jakarta
EMP-02261,Karyawan-02261,Operations,Apoteker,2024-02-11,2025-08-24,0,Band-2,Semarang
EMP-02262,Karyawan-02262,Operations,Apoteker,2022-08-03,,1,Band-3,Lainnya
EMP-02263,Karyawan-02263,Operations,Area Supervisor,2021-01-10,,1,Band-2,Semarang
EMP-02264,Karyawan-02264,Operations,Apoteker,2025-04-13,2025-08-20,0,Band-3,Jakarta
EMP-02265,Karyawan-02265,Operations,Apoteker,2021-09-18,,1,Band-3,Medan
EMP-02266,Karyawan-02266,Operations,Store Manager,2021-03-05,,1,Band-2,Semarang
EMP-02267,Karyawan-02267,Operations,Store Manager,2015-07-26,,1,Band-3,Semarang
EMP-02268,Karyawan-02268,Operations,Asisten Apoteker,2024-08-17,,1,Band-1,Bandung
EMP-02269,Karyawan-02269,Operations,Store Manager,2021-12-25,2025-09-25,0,Band-1,Bandung
EMP-02270,Karyawan-02270,Operations,Store Manager,2022-09-24,,1,Band-4,Jakarta
EMP-02271,Karyawan-02271,Operations,Apoteker,2021-10-07,,1,Band-3,Surabaya
EMP-02272,Karyawan-02272,Operations,Apoteker,2017-06-01,,1,Band-2,Semarang
EMP-02273,Karyawan-02273,Operations,Area Supervisor,2021-11-23,,1,Band-1,Bandung
EMP-02274,Karyawan-02274,Operations,Area Supervisor,2020-11-02,,1,Band-2,Surabaya
EMP-02275,Karyawan-02275,Operations,Apoteker,2023-07-15,,1,Band-1,Bandung
EMP-02276,Karyawan-02276,Operations,Area Supervisor,2025-09-24,,1,Band-3,Lainnya
EMP-02277,Karyawan-02277,Operations,Asisten Apoteker,2022-08-09,,1,Band-2,Surabaya
EMP-02278,Karyawan-02278,Operations,Kasir,2022-02-03,,1,Band-2,Surabaya
EMP-02279,Karyawan-02279,Operations,Area Supervisor,2023-03-14,,1,Band-1,Surabaya
EMP-02280,Karyawan-02280,Operations,Store Manager,2021-11-14,,1,Band-2,Jakarta
EMP-02281,Karyawan-02281,Operations,Kasir,2025-10-04,,1,Band-3,Bandung
EMP-02282,Karyawan-02282,Operations,Store Manager,2025-02-04,,1,Band-2,Medan
EMP-02283,Karyawan-02283,Operations,Apoteker,2020-06-28,,1,Band-2,Lainnya
EMP-02284,Karyawan-02284,Operations,Store Manager,2025-07-18,,1,Band-3,Jakarta
EMP-02285,Karyawan-02285,Operations,Asisten Apoteker,2019-03-17,,1,Band-2,Lainnya
EMP-02286,Karyawan-02286,Operations,Kasir,2021-01-07,,1,Band-2,Makassar
EMP-02287,Karyawan-02287,Operations,Apoteker,2022-12-04,,1,Band-1,Lainnya
EMP-02288,Karyawan-02288,Operations,Apoteker,2022-10-02,,1,Band-1,Bandung
EMP-02289,Karyawan-02289,Operations,Area Supervisor,2025-09-18,,1,Band-4,Jakarta
EMP-02290,Karyawan-02290,Operations,Area Supervisor,2020-01-23,2025-03-06,0,Band-1,Makassar
EMP-02291,Karyawan-02291,Operations,Store Manager,2021-02-03,,1,Band-1,Medan
EMP-02292,Karyawan-02292,Operations,Asisten Apoteker,2018-08-15,2025-06-27,0,Band-2,Jakarta
EMP-02293,Karyawan-02293,Operations,Store Manager,2025-09-19,2025-12-22,0,Band-2,Surabaya
EMP-02294,Karyawan-02294,Operations,Asisten Apoteker,2022-08-20,,1,Band-3,Makassar
EMP-02295,Karyawan-02295,Operations,Store Manager,2022-06-09,,1,Band-1,Surabaya
EMP-02296,Karyawan-02296,Operations,Apoteker,2024-08-08,,1,Band-3,Medan
EMP-02297,Karyawan-02297,Operations,Area Supervisor,2024-03-24,,1,Band-1,Bandung
EMP-02298,Karyawan-02298,Operations,Store Manager,2025-10-01,,1,Band-2,Jakarta
EMP-02299,Karyawan-02299,Operations,Asisten Apoteker,2023-08-18,,1,Band-3,Semarang
EMP-02300,Karyawan-02300,Operations,Apoteker,2016-07-16,,1,Band-2,Semarang
EMP-02301,Karyawan-02301,Operations,Asisten Apoteker,2019-07-01,2025-06-10,0,Band-2,Surabaya
EMP-02302,Karyawan-02302,Operations,Apoteker,2019-08-05,2025-01-22,0,Band-1,Makassar
EMP-02303,Karyawan-02303,Operations,Apoteker,2015-01-16,,1,Band-2,Semarang
EMP-02304,Karyawan-02304,Operations,Area Supervisor,2017-03-08,,1,Band-1,Lainnya
EMP-02305,Karyawan-02305,Operations,Kasir,2018-12-18,,1,Band-1,Makassar
EMP-02306,Karyawan-02306,Operations,Area Supervisor,2016-06-24,,1,Band-2,Surabaya
EMP-02307,Karyawan-02307,Operations,Area Supervisor,2025-03-12,,1,Band-4,Jakarta
EMP-02308,Karyawan-02308,Operations,Apoteker,2025-01-22,,1,Band-1,Medan
EMP-02309,Karyawan-02309,Operations,Asisten Apoteker,2024-08-02,,1,Band-2,Semarang
EMP-02310,Karyawan-02310,Operations,Asisten Apoteker,2022-06-09,,1,Band-3,Makassar
EMP-02311,Karyawan-02311,Operations,Store Manager,2022-01-22,,1,Band-2,Lainnya
EMP-02312,Karyawan-02312,Operations,Asisten Apoteker,2023-12-08,,1,Band-2,Jakarta
EMP-02313,Karyawan-02313,Operations,Asisten Apoteker,2023-03-21,,1,Band-2,Bandung
EMP-02314,Karyawan-02314,Operations,Asisten Apoteker,2021-07-10,,1,Band-1,Bandung
EMP-02315,Karyawan-02315,Operations,Store Manager,2020-01-07,2025-01-03,0,Band-1,Semarang
EMP-02316,Karyawan-02316,Operations,Kasir,2025-08-04,,1,Band-2,Lainnya
EMP-02317,Karyawan-02317,Operations,Kasir,2025-10-04,,1,Band-4,Bandung
EMP-02318,Karyawan-02318,Operations,Store Manager,2019-02-27,,1,Band-1,Medan
EMP-02319,Karyawan-02319,Operations,Apoteker,2017-12-19,,1,Band-1,Surabaya
EMP-02320,Karyawan-02320,Operations,Asisten Apoteker,2022-12-01,,1,Band-1,Medan
EMP-02321,Karyawan-02321,Operations,Area Supervisor,2024-12-27,,1,Band-1,Semarang
EMP-02322,Karyawan-02322,Operations,Asisten Apoteker,2023-02-10,,1,Band-4,Surabaya
EMP-02323,Karyawan-02323,Operations,Store Manager,2025-03-19,,1,Band-2,Medan
EMP-02324,Karyawan-02324,Operations,Apoteker,2015-01-14,,1,Band-1,Bandung
EMP-02325,Karyawan-02325,Operations,Store Manager,2019-01-21,,1,Band-1,Lainnya
EMP-02326,Karyawan-02326,Operations,Asisten Apoteker,2015-04-02,,1,Band-2,Semarang
EMP-02327,Karyawan-02327,Operations,Area Supervisor,2023-07-13,,1,Band-2,Bandung
EMP-02328,Karyawan-02328,Operations,Store Manager,2023-06-08,,1,Band-3,Medan
EMP-02329,Karyawan-02329,Operations,Asisten Apoteker,2021-10-27,,1,Band-3,Jakarta
EMP-02330,Karyawan-02330,Operations,Store Manager,2020-12-03,2025-03-27,0,Band-3,Medan
EMP-02331,Karyawan-02331,Operations,Kasir,2019-02-14,,1,Band-1,Bandung
EMP-02332,Karyawan-02332,Operations,Asisten Apoteker,2025-03-18,,1,Band-2,Surabaya
EMP-02333,Karyawan-02333,Operations,Apoteker,2017-02-26,,1,Band-3,Bandung
EMP-02334,Karyawan-02334,Operations,Area Supervisor,2016-04-20,,1,Band-2,Bandung
EMP-02335,Karyawan-02335,Operations,Area Supervisor,2023-01-21,,1,Band-3,Medan
EMP-02336,Karyawan-02336,Operations,Apoteker,2017-03-09,,1,Band-2,Bandung
EMP-02337,Karyawan-02337,Operations,Area Supervisor,2017-08-09,2025-01-15,0,Band-5,Bandung
EMP-02338,Karyawan-02338,Operations,Kasir,2022-03-01,,1,Band-5,Semarang
EMP-02339,Karyawan-02339,Operations,Asisten Apoteker,2025-09-02,,1,Band-2,Makassar
EMP-02340,Karyawan-02340,Operations,Asisten Apoteker,2024-01-18,,1,Band-2,Surabaya
EMP-02341,Karyawan-02341,Operations,Kasir,2021-07-09,,1,Band-2,Makassar
EMP-02342,Karyawan-02342,Operations,Store Manager,2020-11-06,,1,Band-2,Semarang
EMP-02343,Karyawan-02343,Operations,Area Supervisor,2022-07-15,,1,Band-2,Surabaya
EMP-02344,Karyawan-02344,Operations,Area Supervisor,2022-11-03,,1,Band-5,Lainnya
EMP-02345,Karyawan-02345,Operations,Asisten Apoteker,2020-12-02,,1,Band-1,Medan
EMP-02346,Karyawan-02346,Operations,Store Manager,2023-04-20,,1,Band-1,Makassar
EMP-02347,Karyawan-02347,Operations,Area Supervisor,2024-11-13,,1,Band-4,Jakarta
EMP-02348,Karyawan-02348,Operations,Store Manager,2023-07-24,,1,Band-3,Lainnya
EMP-02349,Karyawan-02349,Operations,Asisten Apoteker,2017-07-14,,1,Band-4,Lainnya
EMP-02350,Karyawan-02350,Operations,Area Supervisor,2017-05-01,,1,Band-4,Surabaya
EMP-02351,Karyawan-02351,Operations,Apoteker,2017-12-01,,1,Band-1,Jakarta
EMP-02352,Karyawan-02352,Operations,Kasir,2023-07-10,,1,Band-4,Lainnya
EMP-02353,Karyawan-02353,Operations,Asisten Apoteker,2021-02-01,2025-01-25,0,Band-1,Makassar
EMP-02354,Karyawan-02354,Operations,Apoteker,2024-06-06,,1,Band-1,Surabaya
EMP-02355,Karyawan-02355,Operations,Store Manager,2023-09-28,,1,Band-1,Lainnya
EMP-02356,Karyawan-02356,Operations,Apoteker,2022-12-06,,1,Band-3,Lainnya
EMP-02357,Karyawan-02357,Operations,Store Manager,2022-02-08,,1,Band-2,Surabaya
EMP-02358,Karyawan-02358,Operations,Kasir,2024-11-03,,1,Band-3,Semarang
EMP-02359,Karyawan-02359,Operations,Asisten Apoteker,2024-06-06,,1,Band-1,Jakarta
EMP-02360,Karyawan-02360,Operations,Area Supervisor,2020-10-27,,1,Band-3,Bandung
EMP-02361,Karyawan-02361,Operations,Store Manager,2025-02-25,,1,Band-1,Jakarta
EMP-02362,Karyawan-02362,Operations,Store Manager,2024-07-12,,1,Band-3,Bandung
EMP-02363,Karyawan-02363,Operations,Kasir,2018-10-14,,1,Band-3,Semarang
EMP-02364,Karyawan-02364,Operations,Area Supervisor,2022-07-19,,1,Band-3,Medan
EMP-02365,Karyawan-02365,Operations,Apoteker,2018-04-19,,1,Band-1,Semarang
EMP-02366,Karyawan-02366,Operations,Kasir,2025-04-25,,1,Band-2,Surabaya
EMP-02367,Karyawan-02367,Operations,Store Manager,2021-10-25,,1,Band-3,Lainnya
EMP-02368,Karyawan-02368,Operations,Store Manager,2024-06-21,2025-10-01,0,Band-1,Medan
EMP-02369,Karyawan-02369,Operations,Asisten Apoteker,2023-07-07,,1,Band-4,Makassar
EMP-02370,Karyawan-02370,Operations,Kasir,2025-12-22,,1,Band-1,Medan
EMP-02371,Karyawan-02371,Operations,Apoteker,2024-12-02,,1,Band-1,Medan
EMP-02372,Karyawan-02372,Operations,Kasir,2019-05-10,,1,Band-1,Bandung
EMP-02373,Karyawan-02373,Operations,Store Manager,2024-03-13,,1,Band-2,Surabaya
EMP-02374,Karyawan-02374,Operations,Store Manager,2020-08-28,,1,Band-1,Makassar
EMP-02375,Karyawan-02375,Operations,Store Manager,2022-05-22,,1,Band-5,Semarang
EMP-02376,Karyawan-02376,Operations,Asisten Apoteker,2021-12-18,,1,Band-2,Semarang
EMP-02377,Karyawan-02377,Operations,Apoteker,2022-08-03,,1,Band-3,Lainnya
EMP-02378,Karyawan-02378,Operations,Asisten Apoteker,2025-03-03,,1,Band-4,Medan
EMP-02379,Karyawan-02379,Operations,Apoteker,2016-12-28,,1,Band-3,Makassar
EMP-02380,Karyawan-02380,Operations,Store Manager,2017-04-14,,1,Band-4,Makassar
EMP-02381,Karyawan-02381,Operations,Apoteker,2023-09-17,,1,Band-2,Bandung
EMP-02382,Karyawan-02382,Operations,Asisten Apoteker,2023-10-28,,1,Band-1,Makassar
EMP-02383,Karyawan-02383,Operations,Kasir,2023-07-06,,1,Band-2,Surabaya
EMP-02384,Karyawan-02384,Operations,Kasir,2021-06-10,2025-10-26,0,Band-1,Semarang
EMP-02385,Karyawan-02385,Operations,Apoteker,2023-01-13,,1,Band-3,Lainnya
EMP-02386,Karyawan-02386,Operations,Apoteker,2021-02-19,,1,Band-1,Makassar
EMP-02387,Karyawan-02387,Operations,Area Supervisor,2025-05-02,,1,Band-2,Jakarta
EMP-02388,Karyawan-02388,Operations,Apoteker,2020-08-12,2025-03-14,0,Band-2,Semarang
EMP-02389,Karyawan-02389,Operations,Kasir,2022-07-02,,1,Band-3,Bandung
EMP-02390,Karyawan-02390,Operations,Area Supervisor,2019-11-26,,1,Band-1,Jakarta
EMP-02391,Karyawan-02391,Operations,Area Supervisor,2021-10-08,2025-12-03,0,Band-1,Jakarta
EMP-02392,Karyawan-02392,Operations,Kasir,2019-07-16,,1,Band-3,Jakarta
EMP-02393,Karyawan-02393,Operations,Asisten Apoteker,2023-11-02,,1,Band-5,Lainnya
EMP-02394,Karyawan-02394,Operations,Apoteker,2022-11-13,,1,Band-2,Jakarta
EMP-02395,Karyawan-02395,Operations,Area Supervisor,2018-09-10,,1,Band-2,Medan
EMP-02396,Karyawan-02396,Operations,Apoteker,2023-11-03,,1,Band-3,Makassar
EMP-02397,Karyawan-02397,Operations,Store Manager,2023-05-20,,1,Band-1,Lainnya
EMP-02398,Karyawan-02398,Operations,Kasir,2022-10-08,,1,Band-1,Makassar
EMP-02399,Karyawan-02399,Operations,Kasir,2021-10-01,,1,Band-1,Semarang
EMP-02400,Karyawan-02400,Operations,Apoteker,2015-03-27,,1,Band-2,Surabaya
EMP-02401,Karyawan-02401,Operations,Kasir,2025-12-25,,1,Band-3,Makassar
EMP-02402,Karyawan-02402,Operations,Store Manager,2024-11-14,,1,Band-2,Jakarta
EMP-02403,Karyawan-02403,Operations,Kasir,2022-02-15,2025-01-16,0,Band-4,Lainnya
EMP-02404,Karyawan-02404,Operations,Apoteker,2022-11-28,2025-10-01,0,Band-2,Medan
EMP-02405,Karyawan-02405,Operations,Apoteker,2021-07-17,,1,Band-5,Makassar
EMP-02406,Karyawan-02406,Operations,Apoteker,2022-01-25,,1,Band-3,Jakarta
EMP-02407,Karyawan-02407,Operations,Kasir,2017-06-08,2025-02-22,0,Band-1,Surabaya
EMP-02408,Karyawan-02408,Operations,Kasir,2023-08-26,,1,Band-3,Lainnya
EMP-02409,Karyawan-02409,Operations,Store Manager,2020-07-12,,1,Band-3,Surabaya
EMP-02410,Karyawan-02410,Operations,Asisten Apoteker,2015-01-27,,1,Band-3,Medan
EMP-02411,Karyawan-02411,Operations,Area Supervisor,2020-01-22,,1,Band-1,Medan
EMP-02412,Karyawan-02412,Operations,Apoteker,2020-05-23,,1,Band-1,Bandung
EMP-02413,Karyawan-02413,Operations,Store Manager,2019-04-15,,1,Band-2,Medan
EMP-02414,Karyawan-02414,Operations,Store Manager,2020-11-05,,1,Band-2,Lainnya
EMP-02415,Karyawan-02415,Operations,Store Manager,2024-01-20,,1,Band-5,Medan
EMP-02416,Karyawan-02416,Operations,Asisten Apoteker,2021-06-03,,1,Band-1,Makassar
EMP-02417,Karyawan-02417,Operations,Apoteker,2019-07-20,,1,Band-3,Makassar
EMP-02418,Karyawan-02418,Operations,Asisten Apoteker,2023-02-25,2025-02-12,0,Band-2,Medan
EMP-02419,Karyawan-02419,Operations,Store Manager,2023-12-07,2025-06-03,0,Band-3,Medan
EMP-02420,Karyawan-02420,Operations,Kasir,2022-03-22,,1,Band-2,Surabaya
EMP-02421,Karyawan-02421,Operations,Store Manager,2024-01-19,2025-10-15,0,Band-3,Medan
EMP-02422,Karyawan-02422,Operations,Apoteker,2019-12-02,,1,Band-1,Makassar
EMP-02423,Karyawan-02423,Operations,Kasir,2023-09-03,,1,Band-1,Medan
EMP-02424,Karyawan-02424,Operations,Kasir,2025-06-22,,1,Band-1,Semarang
EMP-02425,Karyawan-02425,Operations,Store Manager,2015-04-21,,1,Band-3,Surabaya
EMP-02426,Karyawan-02426,Operations,Asisten Apoteker,2023-02-06,,1,Band-3,Surabaya
EMP-02427,Karyawan-02427,Operations,Store Manager,2025-06-03,,1,Band-2,Medan
EMP-02428,Karyawan-02428,Operations,Asisten Apoteker,2024-12-16,,1,Band-2,Lainnya
EMP-02429,Karyawan-02429,Operations,Store Manager,2018-07-20,,1,Band-1,Medan
EMP-02430,Karyawan-02430,Operations,Asisten Apoteker,2020-05-18,,1,Band-3,Lainnya
EMP-02431,Karyawan-02431,Operations,Asisten Apoteker,2023-11-10,,1,Band-3,Jakarta
EMP-02432,Karyawan-02432,Operations,Area Supervisor,2024-04-28,,1,Band-2,Bandung
EMP-02433,Karyawan-02433,Operations,Kasir,2016-11-06,,1,Band-1,Jakarta
EMP-02434,Karyawan-02434,Operations,Area Supervisor,2020-09-01,,1,Band-1,Lainnya
EMP-02435,Karyawan-02435,Operations,Kasir,2022-10-10,,1,Band-2,Medan
EMP-02436,Karyawan-02436,Operations,Kasir,2020-01-17,,1,Band-1,Makassar
EMP-02437,Karyawan-02437,Operations,Area Supervisor,2024-11-25,,1,Band-2,Medan
EMP-02438,Karyawan-02438,Operations,Apoteker,2023-09-04,,1,Band-3,Lainnya
EMP-02439,Karyawan-02439,Operations,Area Supervisor,2024-09-14,,1,Band-3,Medan
EMP-02440,Karyawan-02440,Operations,Asisten Apoteker,2018-06-23,,1,Band-2,Bandung
EMP-02441,Karyawan-02441,Operations,Area Supervisor,2015-11-13,,1,Band-3,Medan
EMP-02442,Karyawan-02442,Operations,Kasir,2017-04-19,,1,Band-2,Makassar
EMP-02443,Karyawan-02443,Operations,Apoteker,2023-02-03,2025-12-09,0,Band-1,Lainnya
EMP-02444,Karyawan-02444,Operations,Store Manager,2023-11-07,,1,Band-2,Jakarta
EMP-02445,Karyawan-02445,Operations,Area Supervisor,2020-11-06,,1,Band-1,Surabaya
EMP-02446,Karyawan-02446,Operations,Store Manager,2024-06-19,,1,Band-3,Surabaya
EMP-02447,Karyawan-02447,Operations,Store Manager,2015-04-17,,1,Band-3,Jakarta
EMP-02448,Karyawan-02448,Operations,Store Manager,2017-07-27,,1,Band-2,Medan
EMP-02449,Karyawan-02449,Operations,Asisten Apoteker,2025-12-25,,1,Band-1,Makassar
EMP-02450,Karyawan-02450,Operations,Asisten Apoteker,2018-12-10,,1,Band-2,Lainnya
EMP-02451,Karyawan-02451,Operations,Apoteker,2022-09-03,,1,Band-2,Makassar
EMP-02452,Karyawan-02452,Operations,Apoteker,2022-06-16,,1,Band-4,Surabaya
EMP-02453,Karyawan-02453,Operations,Asisten Apoteker,2020-02-03,2025-11-23,0,Band-5,Makassar
EMP-02454,Karyawan-02454,Operations,Asisten Apoteker,2018-10-17,,1,Band-5,Surabaya
EMP-02455,Karyawan-02455,Operations,Area Supervisor,2025-08-07,,1,Band-1,Medan
EMP-02456,Karyawan-02456,Operations,Kasir,2024-10-17,,1,Band-1,Medan
EMP-02457,Karyawan-02457,Operations,Asisten Apoteker,2017-11-10,,1,Band-3,Semarang
EMP-02458,Karyawan-02458,Operations,Store Manager,2020-03-15,,1,Band-4,Lainnya
EMP-02459,Karyawan-02459,Operations,Asisten Apoteker,2023-04-05,,1,Band-3,Bandung
EMP-02460,Karyawan-02460,Operations,Kasir,2020-04-16,2025-11-24,0,Band-1,Bandung
EMP-02461,Karyawan-02461,Operations,Store Manager,2023-06-07,,1,Band-1,Jakarta
EMP-02462,Karyawan-02462,Operations,Store Manager,2021-07-21,,1,Band-3,Lainnya
EMP-02463,Karyawan-02463,Operations,Store Manager,2017-07-19,,1,Band-1,Lainnya
EMP-02464,Karyawan-02464,Operations,Area Supervisor,2025-03-01,,1,Band-1,Bandung
EMP-02465,Karyawan-02465,Operations,Kasir,2022-07-14,,1,Band-3,Bandung
EMP-02466,Karyawan-02466,Operations,Asisten Apoteker,2020-08-11,,1,Band-2,Makassar
EMP-02467,Karyawan-02467,Operations,Area Supervisor,2025-07-08,,1,Band-1,Bandung
EMP-02468,Karyawan-02468,Operations,Store Manager,2019-05-11,2025-08-28,0,Band-3,Makassar
EMP-02469,Karyawan-02469,Operations,Store Manager,2025-07-04,,1,Band-2,Lainnya
EMP-02470,Karyawan-02470,Operations,Asisten Apoteker,2015-05-06,,1,Band-2,Makassar
EMP-02471,Karyawan-02471,Operations,Asisten Apoteker,2018-04-20,,1,Band-1,Makassar
EMP-02472,Karyawan-02472,Operations,Asisten Apoteker,2017-06-17,2025-05-26,0,Band-2,Makassar
EMP-02473,Karyawan-02473,Operations,Apoteker,2025-02-14,,1,Band-3,Makassar
EMP-02474,Karyawan-02474,Operations,Apoteker,2025-05-05,,1,Band-1,Jakarta
EMP-02475,Karyawan-02475,Operations,Kasir,2023-04-24,,1,Band-1,Bandung
EMP-02476,Karyawan-02476,Operations,Kasir,2018-11-07,,1,Band-2,Medan
EMP-02477,Karyawan-02477,Operations,Kasir,2023-05-26,,1,Band-2,Lainnya
EMP-02478,Karyawan-02478,Operations,Asisten Apoteker,2023-09-05,2025-09-24,0,Band-2,Makassar
EMP-02479,Karyawan-02479,Operations,Store Manager,2022-02-10,,1,Band-3,Medan
EMP-02480,Karyawan-02480,Operations,Apoteker,2021-04-16,,1,Band-5,Lainnya
EMP-02481,Karyawan-02481,Operations,Area Supervisor,2023-07-28,,1,Band-1,Makassar
EMP-02482,Karyawan-02482,Operations,Asisten Apoteker,2019-10-17,,1,Band-2,Semarang
EMP-02483,Karyawan-02483,Operations,Apoteker,2023-01-22,,1,Band-3,Semarang
EMP-02484,Karyawan-02484,Operations,Area Supervisor,2024-11-11,,1,Band-1,Medan
EMP-02485,Karyawan-02485,Operations,Store Manager,2021-03-08,,1,Band-3,Jakarta
EMP-02486,Karyawan-02486,Operations,Kasir,2015-04-25,,1,Band-3,Lainnya
EMP-02487,Karyawan-02487,Operations,Kasir,2019-11-24,,1,Band-1,Bandung
EMP-02488,Karyawan-02488,Operations,Kasir,2020-04-16,,1,Band-2,Semarang
EMP-02489,Karyawan-02489,Operations,Apoteker,2024-11-27,,1,Band-4,Lainnya
EMP-02490,Karyawan-02490,Operations,Store Manager,2021-12-26,,1,Band-1,Bandung
EMP-02491,Karyawan-02491,Operations,Kasir,2022-12-15,,1,Band-4,Surabaya
EMP-02492,Karyawan-02492,Operations,Asisten Apoteker,2025-10-03,,1,Band-1,Medan
EMP-02493,Karyawan-02493,Operations,Area Supervisor,2017-04-12,,1,Band-2,Jakarta
EMP-02494,Karyawan-02494,Operations,Apoteker,2023-08-19,,1,Band-2,Makassar
EMP-02495,Karyawan-02495,Operations,Kasir,2022-04-15,2025-12-07,0,Band-4,Semarang
EMP-02496,Karyawan-02496,Operations,Area Supervisor,2018-10-08,,1,Band-1,Medan
EMP-02497,Karyawan-02497,Operations,Store Manager,2025-05-11,2025-10-02,0,Band-3,Jakarta
EMP-02498,Karyawan-02498,Operations,Area Supervisor,2023-03-04,,1,Band-2,Semarang
EMP-02499,Karyawan-02499,Operations,Kasir,2025-04-08,,1,Band-5,Surabaya
EMP-02500,Karyawan-02500,Operations,Store Manager,2025-10-18,,1,Band-4,Bandung
EMP-02501,Karyawan-02501,Operations,Area Supervisor,2021-05-25,,1,Band-1,Semarang
EMP-02502,Karyawan-02502,Operations,Apoteker,2021-08-14,,1,Band-1,Surabaya
EMP-02503,Karyawan-02503,Operations,Asisten Apoteker,2022-02-04,,1,Band-1,Medan
EMP-02504,Karyawan-02504,Operations,Area Supervisor,2020-05-18,2025-12-01,0,Band-1,Lainnya
EMP-02505,Karyawan-02505,Operations,Store Manager,2022-01-07,,1,Band-4,Bandung
EMP-02506,Karyawan-02506,Operations,Asisten Apoteker,2021-03-18,2025-11-19,0,Band-1,Bandung
EMP-02507,Karyawan-02507,Operations,Store Manager,2025-11-06,,1,Band-2,Surabaya
EMP-02508,Karyawan-02508,Operations,Kasir,2019-08-12,,1,Band-2,Makassar
EMP-02509,Karyawan-02509,Operations,Area Supervisor,2018-08-27,,1,Band-1,Makassar
EMP-02510,Karyawan-02510,Operations,Store Manager,2016-10-09,,1,Band-3,Semarang
